"Timestamp","EventID","EventName","Computer","User","SourceIP","TargetUser","Process","Status","Description"
"2025-08-28T11:56:55","4624","An account was successfully logged on","SRV-SIEM1","hlee","172.19.0.158",,,"SUCCESS","Successful logon"
"2025-08-28T11:57:02","4624","An account was successfully logged on","SRV-REMOTE1","bpatel","10.5.113.118",,,"SUCCESS","Successful logon"
"2025-08-28T11:58:21","4625","An account failed to log on","SRV-DC1","mgarcia","10.56.232.197",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T11:59:06","4688","A new process has been created","SRV-SQL1","kparker","10.167.241.42",,"sqlservr.exe","SUCCESS","Process creation observed"
"2025-08-28T12:00:38","4624","An account was successfully logged on","WIN10LAB","svc_sql","172.26.68.95",,,"SUCCESS","Successful logon"
"2025-08-28T12:03:56","4624","An account was successfully logged on","SRV-WEB1","svc_web","172.28.38.250",,,"SUCCESS","Successful logon"
"2025-08-28T12:04:49","4624","An account was successfully logged on","WIN10LAB","tnguyen","172.26.147.127",,,"SUCCESS","Successful logon"
"2025-08-28T12:04:49","4624","An account was successfully logged on","WIN10LAB","kparker","192.168.139.211",,,"SUCCESS","Successful logon"
"2025-08-28T12:06:06","4688","A new process has been created","SRV-DC1","hlee","172.25.193.148",,"rundll32.exe","SUCCESS","Process creation observed"
"2025-08-28T12:06:33","4624","An account was successfully logged on","SRV-DC1","svc_sql","172.20.179.87",,,"SUCCESS","Successful logon"
"2025-08-28T12:07:30","4624","An account was successfully logged on","SRV-DC1","jsmith","172.23.241.118",,,"SUCCESS","Successful logon"
"2025-08-28T12:08:47","4688","A new process has been created","SRV-WEB1","svc_web","10.18.242.178",,"sqlservr.exe","SUCCESS","Process creation observed"
"2025-08-28T12:10:18","4624","An account was successfully logged on","SRV-SQL1","svc_sql","10.52.110.248",,,"SUCCESS","Successful logon"
"2025-08-28T12:11:06","4624","An account was successfully logged on","SRV-FILE1","Administrator","172.26.11.204",,,"SUCCESS","Successful logon"
"2025-08-28T12:11:34","4624","An account was successfully logged on","SRV-WEB1","achapman","10.251.54.74",,,"SUCCESS","Successful logon"
"2025-08-28T12:13:23","4624","An account was successfully logged on","WIN10LAB","kparker","10.117.213.140",,,"SUCCESS","Successful logon"
"2025-08-28T12:13:54","4723","An attempt was made to change a password","SRV-WEB1","bpatel","172.30.201.188","tnguyen",,"SUCCESS","Password change attempt"
"2025-08-28T12:17:38","4624","An account was successfully logged on","SRV-SQL1","achapman","10.53.209.127",,,"SUCCESS","Successful logon"
"2025-08-28T12:17:53","4624","An account was successfully logged on","SRV-FILE1","svc_web","10.133.74.175",,,"SUCCESS","Successful logon"
"2025-08-28T12:18:41","4624","An account was successfully logged on","SRV-SQL1","jsmith","10.74.42.21",,,"SUCCESS","Successful logon"
"2025-08-28T12:18:49","4688","A new process has been created","SRV-DC1","kparker","192.168.138.188",,"winword.exe","SUCCESS","Process creation observed"
"2025-08-28T12:19:04","4624","An account was successfully logged on","SRV-FILE1","tnguyen","192.168.14.77",,,"SUCCESS","Successful logon"
"2025-08-28T12:24:16","4624","An account was successfully logged on","SRV-SQL1","hlee","192.168.7.31",,,"SUCCESS","Successful logon"
"2025-08-28T12:24:29","4624","An account was successfully logged on","SRV-WEB1","achapman","192.168.96.82",,,"SUCCESS","Successful logon"
"2025-08-28T12:25:05","4688","A new process has been created","SRV-WEB1","Administrator","192.168.193.149",,"node.exe","SUCCESS","Process creation observed"
"2025-08-28T12:26:41","4624","An account was successfully logged on","SRV-SIEM1","bpatel","10.171.142.51",,,"SUCCESS","Successful logon"
"2025-08-28T12:27:25","4624","An account was successfully logged on","WIN10LAB","svc_web","192.168.196.92",,,"SUCCESS","Successful logon"
"2025-08-28T12:27:30","4625","An account failed to log on","SRV-FILE1","hlee","192.168.200.14",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T12:32:54","4624","An account was successfully logged on","SRV-FILE1","bpatel","192.168.206.162",,,"SUCCESS","Successful logon"
"2025-08-28T12:33:02","4624","An account was successfully logged on","WIN10LAB","kparker","192.168.158.204",,,"SUCCESS","Successful logon"
"2025-08-28T12:33:17","4624","An account was successfully logged on","WIN10LAB","mgarcia","172.31.65.20",,,"SUCCESS","Successful logon"
"2025-08-28T12:34:05","4624","An account was successfully logged on","SRV-DC1","achapman","192.168.94.37",,,"SUCCESS","Successful logon"
